source,target,weight
U of Geneva,U of Antwerp,2
U of Geneva,U of Mannheim,2
U of Geneva,Aarhus U,2
U of Geneva,U of Barcelona,2
U of Geneva,U of Geneva,4
Prairie View A&M U,Prairie View A&M U,1
U of Tampa,U of Tampa,1
Western Kentucky U,Western Kentucky U,2
Western Kentucky U,Purdue U,4
Western Kentucky U,Penn State U,5
Western Kentucky U,Utah State U,1
The U of Alabama,U of Alabama,14
The U of Alabama,State U of New York at Cortland,2
The U of Alabama,The U of Alabama,10
U of Memphis,Michigan State U,2
U of Memphis,Texas Tech,1
U of Memphis,U of Memphis,3
U of Memphis,Virginia Commonwealth U,2
U of Memphis,U of Maryland,2
U de Montreal,U de Montreal,5
U de Montreal,Universite de Montreal,2
Saint Louis U,Saint Louis U,2
Saint Louis U,U of Kentucky,9
Lakehead U,Lakehead U,1
New York Institute of Technology,New York Institute of Technology,1
U of Amazonia (Unama),U Federal de Minas Gerais,3
U of Amazonia (Unama),U of Amazonia (Unama),1
U of Amazonia (Unama),Federal U of Minas Gerais (UFMG),1
U of Amazonia (Unama),FEDERAL UNIVERSITY OF MINAS GERAIS,1
U of Maryland,U of Southern California,1
U of Maryland,U of North Carolina,1
U of Maryland,UMass Boston,1
U of Maryland,George Washington U,6
U of Maryland,George Mason U,1
U of Maryland,U of Memphis,2
U of Maryland,Johns Hopkins U,2
U of Maryland,Texas Christian U,1
U of Maryland,Kookmin U,1
U of Maryland,Temple U,2
U of Maryland,U of Maryland,107
U of Maryland,West Virginia U,4
U of Maryland,Purdue U,3
U of Maryland,Denver Health,2
U of Maryland,U of Georgia,1
U of Maryland,U of Washington,1
U of Maryland,Georgetown U,1
U of Maryland,Virginia Commonwealth U,2
U of Maryland,U of Oklahoma,6
Passau U,Passau U,2
Passau U,U of Passau,2
Hunan U,Peking U,2
Hunan U,Hunan U,1
U of Wisconsin,Arizona State U,1
U of Wisconsin,Sodertorn U,1
U of Wisconsin,North Central College,2
U of Wisconsin,National U of Singapore,1
U of Wisconsin,Northwestern U,6
U of Wisconsin,Colorado State U,1
U of Wisconsin,Bournemouth U,2
U of Wisconsin,U of Michigan,1
U of Wisconsin,Iona College,14
U of Wisconsin,Hollins U,8
U of Wisconsin,Austin Peay State U,2
U of Wisconsin,Waukesha County Technical College,2
U of Wisconsin,U of Washington,1
U of Wisconsin,Penn State U,2
U of Wisconsin,SciencesCom - Audencia Group,2
U of Wisconsin,U of Texas,1
U of Wisconsin,Yonsei U,2
U of Wisconsin,Rutgers U,1
U of Wisconsin,Southern Illinois U,1
U of Wisconsin,Michigan State U,3
U of Wisconsin,U of Wisconsin,379
U of Wisconsin,DePaul U,1
U of Wisconsin,Hongik U,4
U of Wisconsin,LMU Munich,2
U of Wisconsin,U of Amsterdam,2
U of Wisconsin,Central Connecticut State U,1
U of Wisconsin,U of Cincinnati,1
U of Wisconsin,Purdue U,1
U of Wisconsin,Ohio U,1
U of Wisconsin,Texas Tech,4
U of Wisconsin,Kent State U,1
California State U,Koc U,1
California State U,U of Southern California,4
California State U,National School of Political and Administrative Studies,1
California State U,U of Texas,1
California State U,Fairfield U,1
California State U,U of Waikato,1
California State U,Fors Marsh Group,1
California State U,California State U,22
California State U,Educons U,1
California State U,Michigan State U,4
California State U,San Diego State U,1
California State U,West Virgina U,1
California State U,Central China Normal U,1
California State U,Northwestern U,1
California State U,U of Arizona,1
California State U,Pennsylvania State U,1
California State U,U of Illinois,1
California State U,Louisiana State U,3
DePaul U,Arizona State U,1
DePaul U,DePaul U,33
DePaul U,U of Texas,1
DePaul U,North Carolina State U,2
DePaul U,Central Connecticut State U,1
DePaul U,U of Cincinnati,1
DePaul U,U of Wisconsin,1
DePaul U,Purdue U,1
DePaul U,Ohio U,1
DePaul U,National U of Singapore,1
DePaul U,Governors State U,6
DePaul U,U of Alabama,1
U of Virginia,U of Virginia,10
U of Virginia,U of Freiburg,1
Bar-Ilan U.,Bar-Ilan U.,1
Bar-Ilan U.,Bar-Ilan U,1
U of Zagreb,Catholic U of Milan,3
U of Zagreb,U Milano Bicocca,3
U of Zagreb,U of Zagreb,9
U of Zagreb,U degli Studi di Bergamo,3
U of Zagreb,Universita' Cattolica del Sacro Cuore,3
Centre for Media Communication and Information Research U of Bremen,Centre for Media Communication and Information Research U of Bremen,1
Centre for Media Communication and Information Research U of Bremen,U of Bremen,1
U of Pittsburgh,Stanford U,2
U of Pittsburgh,U of Illinois,2
U of Pittsburgh,Cornell U,2
U of Pittsburgh,U of Pittsburgh,9
Saint Vincent College,Saint Vincent College,1
Saint Vincent College,U of California,2
U de Costa Rica,U de Costa Rica,1
U de Costa Rica,U de Manizales,1
U Nacional de la Matanza,U Nacional de la Matanza,1
U Nacional de la Matanza,U Iberoamericana,1
U Nacional de la Matanza,Instituto de Altos Estudios Nacionales,1
U Nacional de la Matanza,U de la Habana,2
U Nacional de la Matanza,U Federal de Santa Catarina,1
U Nacional de la Matanza,U of Santiago,1
Western Illinois U,Michigan State U,5
Western Illinois U,George Washington U,1
Western Illinois U,Western Illinois U,1
The Communications School College of Administration,Communication School,1
The Communications School College of Administration,The Communications School College of Administration,1
U of Twente,U of Twente,37
U of Twente,Radboud U Nijmegen,3
U of Twente,London School of Economics and Political Science,1
U of Twente,U of Oxford,1
Rikkyo U,Rikkyo U,1
Taskstream,Creighton U,1
Taskstream,Taskstream,1
U of Amsterdam,Maastricht U,3
U of Amsterdam,U of California,1
U of Amsterdam,VU U Amsterdam,17
U of Amsterdam,Aarhus U,1
U of Amsterdam,U of Haifa,2
U of Amsterdam,U of Vienna,15
U of Amsterdam,U of Maastricht,3
U of Amsterdam,Erasmus U Rotterdam,4
U of Amsterdam,Fors Marsh Group,4
U of Amsterdam,Instituto de Estudios Peruanos,2
U of Amsterdam,Comenius U Bratislava,2
U of Amsterdam,Stanford U,1
U of Amsterdam,U of Barcelona,1
U of Amsterdam,U of Geneva,2
U of Amsterdam,NHTV Breda U of Applied Sciences,1
U of Amsterdam,U of Texas,1
U of Amsterdam,National School of Political and Administrative Studies,1
U of Amsterdam,U of Koblenz-Landau,2
U of Amsterdam,Rutgers U,3
U of Amsterdam,U of Antwerp,1
U of Amsterdam,U of Wisconsin,2
U of Amsterdam,Nanyang Technological U,3
U of Amsterdam,Utrecht U,9
U of Amsterdam,Leiden U,9
U of Amsterdam,U of Mainz,1
U of Amsterdam,U of Leuven,3
U of Amsterdam,U of North Carolina,1
U of Amsterdam,U of Southampton,1
U of Amsterdam,U of Amsterdam,594
U of Amsterdam,Radboud U Nijmegen,18
U of Amsterdam,Trimbos Institute Netherlands Institute for Mental Health and Addiction,4
U of Amsterdam,Academic Medical Center U of Amsterdam,12
U of Amsterdam,U of Mannheim,1
U of Amsterdam,U of Zurich,2
U of Amsterdam,U of Gothenburg,1
U of North Texas,U of North Texas,4
U of North Texas,U of Illinois,1
U of North Texas,Bowling Green State U,1
U of Westminster,U of Westminster,4
U of Westminster,New York U,1
National U,National U,2
National U,De La Salle U,4
Orebro U,Orebro U,4
Buskerud and Vestfold U College,Buskerud and Vestfold U College,1
Buskerud and Vestfold U College,NTNU Trondheim,2
U Nacional Autonoma de Mexico,U Nacional Autonoma de Mexico,1
U of Central Oklahoma,U of Central Oklahoma,1
U of Central Oklahoma,U of Tennessee,1
USP,Tulane U,1
USP,USP,1
Kyung Hee U,Multimedia U,1
Kyung Hee U,Kyung Hee U,1
Kyung Hee U,U of Pennsylvania,1
Kyung Hee U,Yeungnam U,1
U of Salamanca,U of Salamanca,1
U of Salamanca,Universidad del Norte,1
U of Rochester,U of Rochester,1
U of Rochester,School of Information,1
U of Rochester,U of Pennsylvania,1
U of Rochester,U of Michigan,2
National Chiao Tung U,Nanyang Technological U,1
National Chiao Tung U,National Chiao Tung U,18
National Chiao Tung U,Kent State U,1
National Chiao Tung U,Wuhan U,1
Leeds Trinity U,Leeds Trinity U,1
Leeds Trinity U,City U,1
U di Perugia,U of Antwerp,2
U di Perugia,U of Salford,1
U di Perugia,U of Perugia,1
U di Perugia,U di Perugia,1
Internet Interdisciplinary Institute Open U of Catalonia,Internet Interdisciplinary Institute Open U of Catalonia,1
UNCW,Georgia Tech,2
UNCW,Georgia Institute of Technology,1
UNCW,UNCW,1
U Putra Malaysia,U of Putra Malaysia,2
U Putra Malaysia,U Putra Malaysia,4
Joan Ganz Cooney Center at Sesame Workshop,U of Kansas,2
Joan Ganz Cooney Center at Sesame Workshop,Joan Ganz Cooney Center at Sesame Workshop,4
Joan Ganz Cooney Center at Sesame Workshop,Vanderbilt U,4
Ars Electronica Futurelab,U Koblenz-Landau,1
Ars Electronica Futurelab,Ars Electronica Futurelab,1
Ars Electronica Futurelab,U of Osnabrueck,1
Ars Electronica Futurelab,U of Koblenz-Landau,2
European Communication Research and Education Association,U of Muenster,1
European Communication Research and Education Association,European Communication Research and Education Association,1
U of applied Science Hanzehogeschool Groningen,U of applied Science Hanzehogeschool Groningen,1
Project for Excellence in Journalism,Project for Excellence in Journalism,1
Choongang U,Choongang U,1
Choongang U,U of Michigan,1
Oxford Internet Institute,Oxford Internet Institute,1
Lund U,Lund U,5
Lund U,Roskilde U,4
Lund U,U of Copenhagen,1
Klein Buendel Inc.,San Diego State U,18
Klein Buendel Inc.,Ohio State U,4
Klein Buendel Inc.,U of Alabama,2
Klein Buendel Inc.,Klein Buendel Inc.,36
Klein Buendel Inc.,Mikonics,2
Agency for Science Technology and Research,Agency for Science Technology and Research,3
Agency for Science Technology and Research,U of Leicester,2
Agency for Science Technology and Research,U of the Philippines,3
National School of Political and Administrative Studies,U of Vienna,1
National School of Political and Administrative Studies,National School of Political and Administrative Studies,2
National School of Political and Administrative Studies,U of Amsterdam,1
National School of Political and Administrative Studies,California State U,1
National School of Political and Administrative Studies,Educons U,1
North Dakota State U,U of Tennessee,1
North Dakota State U,North Dakota State U,37
North Dakota State U,West Virginia U,2
North Dakota State U,Western Michigan U,1
North Dakota State U,U of Connecticut,1
North Dakota State U,U of Kentucky,6
U of North Dakota,U of North Dakota,2
U of North Dakota,U of Antwerp,1
U of North Dakota,Erasmus U Rotterdam,1
U of North Dakota,U of Alabama,1
Imperial College London,U of California,1
Imperial College London,Imperial College London,1
Imperial College London,U of Florida,1
Imperial College London,U of Arizona,2
Imperial College London,Salem State U,1
Imperial College London,U of Oklahoma,6
U Nova de Lisboa,U of Malta,1
U Nova de Lisboa,U Nova de Lisboa,1
Griffith U,Griffith U,4
Hallym U,Hallym U,9
NOVA / WGBH Boston,NOVA / WGBH Boston,2
Indiana U  Purdue U Fort Wayne,Indiana U  Purdue U Fort Wayne,9
U of Chester,U of Chester,2
The U of Munster,U of Muenster,2
The U of Munster,U of Cologne,1
The U of Munster,The U of Munster,1
U of San Diego,UC Santa Barbara,1
U of San Diego,U of San Diego,4
U of San Diego,U of Kansas,1
Macalester College,Macalester College,4
City U,Leeds Trinity U,1
City U,City U,1
U of Neuchatel - Academy of Journalism and Media,Swinburne U,1
U of Neuchatel - Academy of Journalism and Media,U of Neuchatel - Academy of Journalism and Media,1
AIDS Help Inc.,U of Colorado,1
AIDS Help Inc.,Tulane U,1
AIDS Help Inc.,AIDS Help Inc.,1
AIDS Help Inc.,Camp Rehoboth,1
AIDS Help Inc.,Medical College of Wisconsin,1
AIDS Help Inc.,U of Denver,1
AIDS Help Inc.,Virginia Commonwealth U,3
AIDS Help Inc.,NO/AIDS Task Force,2
Tata Institute of Social Sciences,Tata Institute of Social Sciences,1
Keio U,Keio U,1
Keio U,Northwestern U,1
Trimbos Institute Netherlands Institute for Mental Health and Addiction,Trimbos Institute Netherlands Institute for Mental Health and Addiction,1
Trimbos Institute Netherlands Institute for Mental Health and Addiction,U of Amsterdam,4
U of Southern Denmark,U of Gothenburg,1
U of Southern Denmark,U of Southern Denmark Centre for Journalism,2
U of Southern Denmark,Roskilde U,2
U of Southern Denmark,Mid Sweden U,1
U of Southern Denmark,U of Southern Denmark,13
U of Arizona,U of California,5
U of Arizona,Arizona State U,2
U of Arizona,Temple U,4
U of Arizona,U of Utah,2
U of Arizona,Northern Kentucky U,2
U of Arizona,Colorado State U,4
U of Arizona,1st Playable Productions,1
U of Arizona,U of Pennsylvania,3
U of Arizona,Vanderbilt U,1
U of Arizona,U of Georgia,2
U of Arizona,U of Connecticut,4
U of Arizona,U of Missouri,2
U of Arizona,SUNY,2
U of Arizona,Imperial College London,2
U of Arizona,Syracuse U,1
U of Arizona,California State U,1
U of Arizona,Eastern Michigan U,1
U of Arizona,George Mason U,2
U of Arizona,U of Florida,4
U of Arizona,U of Arizona,91
U of Arizona,Salem State U,2
U of Arizona,The U of Oklahoma,2
U of Arizona,U of Oklahoma,34
Initiative for Children and Families ASSMCA,Initiative for Children and Families ASSMCA,1
U of Graz,U of Graz,2
Hong Kong Baptist U,Hong Kong Baptist U,38
Hong Kong Baptist U,U of Illinois at UrbanaChampaign,1
Hong Kong Baptist U,The Chinese U of Hong Kong,1
Hong Kong Baptist U,U of Hong Kong,2
Hong Kong Baptist U,City U of Hong Kong,11
Hong Kong Baptist U,Northwestern U,1
U of Navarra,U de Navarra,1
U of Navarra,U of Navarra,2
U of Navarra,Florida State U,1
U Autnoma del Estado de Morelos,U Autnoma del Estado de Morelos,1
U Autnoma del Estado de Morelos,Universidad Autnoma de Quertaro,1
Hamad Medical Corporation,Memorial Sloan-Kettering Cancer Center,8
Hamad Medical Corporation,Hamad Medical Corporation,1
U of Freiburg,U of Bielefeld,1
U of Freiburg,U of Applied Sciences HTW Chur,1
U of Freiburg,U of Freiburg,8
U of Freiburg,U of Music Drama and Media (Department of Journalism and Communication Research),1
U of Freiburg,LMU Munich,2
U of Freiburg,U of Virginia,1
U of Freiburg,U of Zurich,5
Lake Superior State U,Lake Superior State U,1
U of Bremen,U of Bremen,19
U of Bremen,Centre for Media Communication and Information Research U of Bremen,1
U of Bremen,U of Texas,1
U of Bremen,U of Vienna,1
U of Bremen,U of Erfurt,1
Midlands Technical College,Midlands Technical College,1
Midlands Technical College,U of Southern California,1
Midlands Technical College,U of South Carolina,2
Beijing Foreign Studies U,The Ohio State U,1
Beijing Foreign Studies U,Michigan State U,1
Beijing Foreign Studies U,Ohio State U,1
Beijing Foreign Studies U,Beijing Foreign Studies U,1
Waikato Tainui College,Rauawaawa Kaumatua Charitable Trust,1
Waikato Tainui College,U of Waikato,2
Waikato Tainui College,Waikato Tainui College,1
U of Michigan,U of California,12
U of Michigan,The U of Michigan,1
U of Michigan,U of Illinois at UrbanaChampaign,3
U of Michigan,School of Information,11
U of Michigan,U of Pennsylvania,36
U of Michigan,Rutgers U,3
U of Michigan,U of Wisconsin,1
U of Michigan,City U of Hong Kong,2
U of Michigan,Choongang U,1
U of Michigan,Indiana U,1
U of Michigan,U of Rochester,2
U of Michigan,Hope College,1
U of Michigan,Northern Kentucky U,4
U of Michigan,New Jersey Institute of Technology,1
U of Michigan,U of North Carolina,1
U of Michigan,Western Washington U,4
U of Michigan,U of Michigan,119
UIC,UIC,2
UIC,Simon Fraser U,1
Jyvaskyla,Jyvaskyla,1
Jyvaskyla,U of Jyvaskyla,3
Korea U,West Virginia U,1
Korea U,Korea U,3
Korea U,Northern Kentucky U,2
Korea U,Hongik U,1
Bar-Ilan U,Bar-Ilan U.,1
Bar-Ilan U,Bar-Ilan U,11
Iona College,Iona College,2
Iona College,U of Wisconsin,14
Rissho U,National Institute of Advanced Industrial Science and Technology,1
Rissho U,Rissho U,1
Rissho U,the Graduate U for Advanced Studies,1
Rissho U,National Institute of Informatics Japan,1
Technische Universitaet Chemnitz / HIIG,Tbingen U,1
Technische Universitaet Chemnitz / HIIG,Technische U Chemnitz,3
Technische Universitaet Chemnitz / HIIG,Humboldt U Berlin,1
Technische Universitaet Chemnitz / HIIG,Technische Universitaet Chemnitz / HIIG,2
U de Guadalajara,U de Guadalajara,1
Indiana U,U of Texas,6
Indiana U,The U of Michigan,1
Indiana U,U of North Carolina,5
Indiana U,U of Pennsylvania,2
Indiana U,KU Leuven,1
Indiana U,Northwestern U,1
Indiana U,Michigan State U,2
Indiana U,Radboud U Nijmegen,3
Indiana U,Indiana U,144
Indiana U,Catholic U - Leuven,1
Indiana U,Indiana U Bloomington,1
Indiana U,U of Minnesota,1
Indiana U,Universitat Pompeu Fabra/ Institute for Communication Research Indiana U,1
Indiana U,U of Michigan,1
Columbia U,U of Texas,2
Columbia U,Columbia U,5
Columbia U,U of Washington,2
Media and Communication,U Diego Portales,1
Media and Communication,Media and Communication,1
Barry U,Barry U,1
Iowa State U,UMass Boston,1
Iowa State U,U of Wyoming,1
Iowa State U,Nielsen Korea,1
Iowa State U,Nanyang Technological U,2
Iowa State U,Iowa State U,10
Iowa State U,Seoul National U,2
Iowa State U,U of Iowa,1
U of Georgia,Emory U,39
U of Georgia,U of California,2
U of Georgia,Boston College,2
U of Georgia,U of Tennessee,6
U of Georgia,Spelman College,13
U of Georgia,U of Texas,1
U of Georgia,Morehouse U,13
U of Georgia,U of Southern California,1
U of Georgia,Temple U,2
U of Georgia,U of Maryland,1
U of Georgia,Michigan State U,1
U of Georgia,U of Arizona,2
U of Georgia,West Virginia U,1
U of Georgia,Northern Kentucky U,2
U of Georgia,U of Georgia,119
U of Georgia,Pennsylvania State U,3
U of Georgia,Edelman,3
U of Georgia,Virginia Commonwealth U,1
U of Georgia,Highpoint U,1
U of Barcelona,U of North Carolina,1
U of Barcelona,U of Southampton,1
U of Barcelona,U of Amsterdam,1
U of Barcelona,U of Antwerp,1
U of Barcelona,U of Mannheim,1
U of Barcelona,Aarhus U,1
U of Barcelona,U of Barcelona,1
U of Barcelona,U of Geneva,2
U of Southern Mississippi,U of Southern Mississippi,1
U of Southern Mississippi,The U of Southern Mississippi,1
Autonomous U of Baja California,Autonomous U of Baja California,9
U of Wollongong,Deakin U,1
U of Wollongong,U of Canberra,1
U of Wollongong,U of Wollongong,1
Georgia Regents U,U of Central Florida,1
Georgia Regents U,Georgia Regents U,1
Institute of Policy Studies Singapore,Institute of Policy Studies Singapore,1
Institute of Policy Studies Singapore,National U of Singapore,1
Loyola U,Loyola U,1
City U of New York,City U of New York,1
U del Norte,U del Norte,1
Department of Language and Communication,Radboud U Nijmegen,1
Department of Language and Communication,VU U Amsterdam,1
Department of Language and Communication,Department of Language and Communication,1
Loyola Marymount U,Loyola Marymount U,1
U Libre de Bruxelles,U Libre de Bruxelles,1
U Libre de Bruxelles,U de Mlaga,1
U Libre de Bruxelles,U Ramon Llull,1
Asociacion de Comunicacion Politica,Asociacion de Comunicacion Politica,1
Hebrew U - Mt. Scopus,U Lusfona,1
Hebrew U - Mt. Scopus,Ben Gurion U of the Negev,1
Hebrew U - Mt. Scopus,Lusofona U,1
Hebrew U - Mt. Scopus,Hebrew U - Mt. Scopus,1
Hebrew U - Mt. Scopus,College of Management Academic Studies,1
School of Information,New Jersey Institute of Technology,1
School of Information,U of Rochester,1
School of Information,School of Information,5
School of Information,U of Pennsylvania,2
School of Information,U of Michigan,11
Queen Margaret U,Queen Margaret U,1
U of Chicago,Stanford U,2
U of Chicago,Northeastern U,6
U of Chicago,Jefferson Hoye LLC,1
U of Chicago,U of Chicago,2
U of Leuven,KU Leuven,7
U of Leuven,Ghent U,27
U of Leuven,Purdue U,1
U of Leuven,U of Amsterdam,3
U of Leuven,Ohio State U,4
U of Leuven,U of Leuven,73
U of Leuven,Catholic U - Leuven,5
U of Arkansas,U of Arkansas,3
U of Arkansas,Illinois State U,1
Zhejiang U,Zhejiang U,3
U of Tennessee,Michigan State U,1
U of Tennessee,U of Tennessee,40
U of Tennessee,North Dakota State U,1
U of Tennessee,U of Central Oklahoma,1
U of Tennessee,Murray State U,1
U of Tennessee,Clemson U,1
U of Tennessee,Tennessee Technological U,1
U of Tennessee,Western Michigan U,1
U of Tennessee,U of Oslo,1
U of Tennessee,Aarhus U,1
U of Tennessee,U of Florida,2
U of Tennessee,U of Georgia,6
U of Tennessee,U of Connecticut,1
U of Tennessee,U of Houston,3
U of Tennessee,U of Kentucky,3
U of Tennessee,BSS - Aarhus U,1
U del Turabo,U del Turabo,1
U de los Andes,U de los Andes,1
U of Quebec in Montreal (UQAM),U Catolica de la Santisima Concepcion,1
U of Quebec in Montreal (UQAM),U of Quebec in Montreal (UQAM),2
Fudan U,U of Texas,1
Fudan U,Fudan U,1
NTNU Trondheim,Buskerud and Vestfold U College,2
NTNU Trondheim,NTNU Trondheim,4
Higher School of Economics,Higher School of Economics,1
U of the Federal German Army,LMU Munich,2
U of the Federal German Army,U of the Federal German Army,1
Auckland U of Technology,Auckland U of Technology,1
U de Manizales,U de Costa Rica,1
U de Manizales,U de Manizales,1
Boston Children's Hospital,Center on Media and Child Health,5
Boston Children's Hospital,U of Utrecht,2
Boston Children's Hospital,Boston Children's Hospital,7
Boston Children's Hospital,Utrecht U,6
U of Groningen,Bournemouth U,1
U of Groningen,Leiden U,1
U of Groningen,U of Melbourne,1
U of Groningen,VU U Amsterdam,2
U of Groningen,U of Groningen,2
Dalhousie U,Dalhousie U,9
Dalhousie U,Ramapo College of New Jersey,3
U du Quebec a Montreal,U du Quebec a Montreal,1
Universitat Pompeu Fabra/ Institute for Communication Research Indiana U,Indiana U,1
Universitat Pompeu Fabra/ Institute for Communication Research Indiana U,Universitat Pompeu Fabra/ Institute for Communication Research Indiana U,1
International Assocation for Media and Communication Research,International Assocation for Media and Communication Research,2
College of Staten Island - CUNY,College of Staten Island - CUNY,2
Bloomsburg U of Pennsylvania,Bloomsburg U of Pennsylvania,3
The George Washington U,The George Washington U,1
Sejong U,Sejong U,1
Sejong U,Bowling Green State U,6
Tennessee Technological U,Tennessee Technological U,1
Tennessee Technological U,U of Tennessee,1
Young Harris College,U of Louisiana at Monroe,1
Young Harris College,Young Harris College,1
Young Harris College,Louisiana State U,1
Wake Forest U,U of North Carolina,3
Wake Forest U,Wake Forest U,16
Wake Forest U,VU U Amsterdam,2
Wake Forest U,Northwestern U,3
Wake Forest U,U of Iowa,2
Suffolk U,Emerson College,1
Suffolk U,Suffolk U,1
Osaka U,U of Canterbury,2
Osaka U,Osaka U,2
U of San Francisco,Pennsylvania State U,2
U of San Francisco,SUNY,4
U of San Francisco,U of Pennsylvania,2
U of San Francisco,U of San Francisco,5
U of San Francisco,The Pennsylvania State U,2
Technische Hochschule Mittelhessen,Technische Hochschule Mittelhessen,1
Technische Hochschule Mittelhessen,TU Dortmund U,1
Stephen F Austin State U,Purdue U,1
Stephen F Austin State U,Stephen F Austin State U,12
Georgia State U,West Virginia U,1
Georgia State U,Georgia State U,8
Georgia State U,SUNY,1
U of Melbourne,Cancer Council Victoria,1
U of Melbourne,Bournemouth U,1
U of Melbourne,U of Groningen,1
U of Melbourne,The Cancer Council Victoria,2
U of Melbourne,U of Melbourne,31
College of Southern Nevada,College of Southern Nevada,1
U of Scranton,The U of Scranton,1
U of Scranton,U of Scranton,1
Multimedia U,Multimedia U,1
Multimedia U,Kyung Hee U,1
Multimedia U,U of Pennsylvania,1
Multimedia U,Yeungnam U,1
Butler U,Butler U,4
The U of Akron,The U of Akron,1
The U of Akron,Ohio U,1
U of Massachusetts,UMass Amherst School of Public Health and Health Sciences,1
U of Massachusetts,Fairfield U,1
U of Massachusetts,Yale U,1
U of Massachusetts,Dartmouth College,2
U of Massachusetts,Washington State U,1
U of Massachusetts,St Cloud State U,2
U of Massachusetts,U of Massachusetts,27
China U of Political Science and Law,China U of Political Science and Law,1
NHTV Breda U of Applied Sciences,Radboud U Nijmegen,4
NHTV Breda U of Applied Sciences,VU U Amsterdam,3
NHTV Breda U of Applied Sciences,NHTV Breda U of Applied Sciences,2
NHTV Breda U of Applied Sciences,U of Amsterdam,1
Universitaet Hohenheim,U of Hohenheim,1
Universitaet Hohenheim,Universitaet Hohenheim,1
De La Salle U,National U,4
De La Salle U,De La Salle U,16
U of Bergen,U of Bergen,17
U of Bergen,U Bergen,5
U.S. Outcomes Research Merk  and  Co. Inc.,U.S. Outcomes Research Merk  and  Co. Inc.,1
U.S. Outcomes Research Merk  and  Co. Inc.,Texas State U,1
U.S. Outcomes Research Merk  and  Co. Inc.,George Mason U,3
U of Montreal,Arizona State U,2
U of Montreal,U of Montreal,5
Royal Military Academy,Royal Military Academy,1
Hebrew U of Jerusalem,Hebrew U,3
Hebrew U of Jerusalem,Tel Aviv U,3
Hebrew U of Jerusalem,U of Antwerp,1
Hebrew U of Jerusalem,Hebrew U of Jerusalem,28
Hebrew U of Jerusalem,Department of Communication,2
Hebrew U of Jerusalem,LMU Munich,1
Hebrew U of Jerusalem,The Hebrew U of Jerusalem,3
Hebrew U of Jerusalem,Netanya Academic College,1
Hebrew U of Jerusalem,Hebrew U and Ono Academic Colledge,2
Hebrew U of Jerusalem,U of Malaga,2
Federation of Families - Miami-Dade County,Federation of Families - Miami-Dade County,1
Federation of Families - Miami-Dade County,Florida International U,1
Cleveland State U,U of Connecticut,6
Cleveland State U,Ohio State U,2
Cleveland State U,Cleveland State U,22
McGill U,McGill U,1
Room 517,Room 517,1
Room 517,The Chinese U of Hong Kong,1
U of Kansas,Independent Researcher,1
U of Kansas,U of North Carolina,1
U of Kansas,Vanderbilt U,2
U of Kansas,Joan Ganz Cooney Center at Sesame Workshop,2
U of Kansas,Syracuse U,1
U of Kansas,Marist College,1
U of Kansas,American U,1
U of Kansas,U of Kansas,49
U of Kansas,U of San Diego,1
U of Kansas,Sogang U,5
Marist College,Syracuse U,2
Marist College,Marist College,5
Marist College,U of Kansas,1
Marist College,U of Florida,1
U of Macau,U of Macau,2
U of Macau,U of Helsinki,1
U of Macau,U of Macao,1
Kennesaw State U,Kennesaw State U,5
U of Kentucky,U of Tennessee,3
U of Kentucky,North Dakota State U,6
U of Kentucky,Texas Christian U,2
U of Kentucky,Saint Louis U,9
U of Kentucky,Western Michigan U,5
U of Kentucky,Northern Kentucky U,1
U of Kentucky,U of Connecticut,3
U of Kentucky,Wayne State U,2
U of Kentucky,U of Kentucky,156
Bowdoin College,Goldsmiths U of London,2
Bowdoin College,U of Maine,2
Bowdoin College,Bowdoin College,4
Wilfrid Laurier U,Wilfrid Laurier U,1
Xi'an Jiaotong - Liverpool U,Xi'an Jiaotong - Liverpool U,2
U of London Goldsmiths College,U of London Goldsmiths College,2
U Carlos III de Madrid,U Carlos III de Madrid,1
The U of New Mexico,The U of New Mexico,1
U of Gothenburg,U of Gothenburg,11
U of Gothenburg,Mid Sweden U,3
U of Gothenburg,U of Amsterdam,1
U of Gothenburg,U of Southern Denmark,1
Hebrew U - Jerusalem,Northwestern U,1
Hebrew U - Jerusalem,Hebrew U - Jerusalem,2
Jinan U,Jinan U,1
Universita' Cattolica del Sacro Cuore,U Milano Bicocca,1
Universita' Cattolica del Sacro Cuore,Catholic U of Milan,1
Universita' Cattolica del Sacro Cuore,Universita' Cattolica del Sacro Cuore,8
Universita' Cattolica del Sacro Cuore,U degli Studi di Bergamo,1
Universita' Cattolica del Sacro Cuore,U of Zagreb,3
Universita' Cattolica del Sacro Cuore,U Cattolica del Sacro Cuore,3
El Nuevo Da,El Nuevo Da,1
Arkansas State U,Wayne State U,4
Arkansas State U,U of Houston,2
Arkansas State U,Arkansas State U,2
U of San Paulo,U of San Paulo,1
Indiana U Bloomington,Indiana U Bloomington,1
Indiana U Bloomington,Indiana U,1
U of Zurich,U of Vienna,6
U of Zurich,U of Applied Sciences HTW Chur,1
U of Zurich,U of Hamburg,6
U of Zurich,U of Freiburg,5
U of Zurich,U of Amsterdam,2
U of Zurich,LMU Munich,1
U of Zurich,U of Mannheim,3
U of Zurich,Jacobs U,1
U of Zurich,U of Zurich,93
U of Zurich,Uppsala U,1
U of Zurich,U of Mainz,3
U of Toronto,Ryerson U,1
U of Toronto,U of Toronto,9
U of Toronto,National Institute of Informatics Japan,1
